   21
      0.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000
      0.000     1.000     0.000     1.000     0.000     1.000     0.000     1.000     0.000     5.532
      0.000     1.000     0.000     1.000     0.000     2.000     0.000     2.000     1.000    16.597
      0.000     1.000     0.000     1.000     0.000     3.000     0.000     3.000     2.000    33.192
      0.000     1.000     0.000     1.000     0.000     4.000     0.000     4.000     3.000    55.319
      0.000     1.000     0.000     1.000     0.000     5.000     0.000     5.000     4.000    82.976
      0.000     1.000     0.000     1.000     0.000     6.000     0.000     6.000     5.000   116.162
      0.000     1.000     0.000     1.000     0.000     7.000     0.000     7.000     6.000   154.876
      0.000     1.000     0.000     1.000     0.000     8.000     0.000     8.000     7.000   199.116
      0.000     1.000     0.000     1.000     0.000     9.000     0.000     9.000     8.000   248.881
      0.000     1.000     0.000     1.000     0.000    10.000     0.000    10.000     9.000   304.168
      0.000     1.000     0.000     1.000     0.000    11.000     0.000    11.000    10.000   364.976
      0.000     1.000     0.000     1.000     0.000    12.000     0.000    12.000    11.000   431.303
      0.000     1.000     0.000     1.000     0.000    13.000     0.000    13.000    12.000   503.145
      0.000     1.000     0.000     1.000     0.000    14.000     0.000    14.000    13.000   580.500
      0.000     1.000     0.000     1.000     0.000    15.000     0.000    15.000    14.000   663.365
      0.000     1.000     0.000     1.000     0.000    16.000     0.000    16.000    15.000   751.737
      0.000     1.000     0.000     1.000     0.000    17.000     0.000    17.000    16.000   845.613
      0.000     1.000     0.000     1.000     0.000    18.000     0.000    18.000    17.000   944.988
      0.000     1.000     0.000     1.000     0.000    19.000     0.000    19.000    18.000  1049.860
      0.000     1.000     0.000     1.000     0.000    20.000     0.000    20.000    19.000  1160.220



        5.
  ( 1, 0)  ( 1, 1)  ( 1, 2)  ( 1, 3)  ( 1, 4)  ( 1, 5)  ( 1, 6)  ( 1, 7)  ( 1, 8)  ( 1, 9)  ( 1,10)  ( 1,11)  ( 1,12)  ( 1,13)  ( 1,14)  ( 1,15)  ( 1,16)  ( 1,17)  ( 1,18)  ( 1,19)  ( 1,20)
 4.22D-10 3.80D-11 5.45D-11 1.08D-11 7.99D-12 1.35D-12 9.95D-13 1.43D-13 1.65D-13 4.34D-14 3.08D-14 1.30D-14 2.41D-15 5.84D-16 4.45D-16 5.27D-16 4.42D-17 1.86D-16 6.96D-17 3.96D-18 1.10D-19
 3.77D-11 7.93D-10 7.12D-11 8.08D-11 1.53D-11 1.18D-11 2.07D-12 1.57D-12 3.77D-13 3.25D-13 8.36D-14 6.80D-14 8.22D-15 2.86D-15 1.78D-15 2.73D-15 2.07D-16 9.73D-16 4.03D-16 2.06D-17 5.51D-19
 9.85D-12 1.30D-11 7.42D-10 8.49D-11 8.07D-11 1.73D-11 1.26D-11 2.83D-12 2.43D-12 6.17D-13 3.99D-13 1.29D-13 2.97D-14 6.61D-15 6.36D-15 7.35D-15 7.63D-16 3.22D-15 1.57D-15 6.99D-17 2.09D-18
 9.89D-14 7.46D-13 4.30D-12 7.45D-10 8.45D-11 8.19D-11 1.61D-11 1.35D-11 4.65D-12 2.84D-12 8.52D-13 5.33D-13 6.20D-14 2.20D-14 1.35D-14 2.47D-14 1.83D-15 1.14D-14 4.36D-15 2.41D-16 5.88D-18
 1.13D-15 2.17D-15 6.30D-14 1.30D-12 6.98D-10 8.66D-11 8.20D-11 1.78D-11 1.73D-11 6.40D-12 2.85D-12 1.30D-12 1.99D-13 4.92D-14 4.15D-14 5.05D-14 5.56D-15 2.46D-14 1.43D-14 6.05D-16 1.92D-17
 9.20D-19 8.14D-18 6.53D-17 6.10D-15 4.19D-13 7.13D-10 6.45D-11 8.54D-11 2.49D-11 1.77D-11 7.51D-12 3.29D-12 5.50D-13 1.32D-13 9.92D-14 1.43D-13 1.21D-14 7.23D-14 3.02D-14 1.73D-15 4.43D-17
 1.05D-21 2.20D-21 7.36D-20 1.86D-18 6.15D-16 1.00D-13 6.78D-10 4.87D-11 1.00D-10 3.06D-11 1.62D-11 9.87D-12 1.12D-12 4.03D-13 2.27D-13 3.68D-13 3.00D-14 1.57D-13 8.16D-14 3.92D-15 1.20D-16
 7.58D-26 8.38D-25 8.27D-24 7.81D-22 6.68D-20 6.63D-17 2.44D-14 6.16D-10 5.52D-11 9.68D-11 3.29D-11 1.69D-11 3.66D-12 6.80D-13 7.41D-13 7.29D-13 8.22D-14 3.61D-13 1.87D-13 9.29D-15 2.75D-16
 1.42D-29 3.27D-29 1.16D-27 4.38D-26 1.06D-23 3.15D-21 8.16D-18 8.99D-15 6.85D-10 6.09D-11 8.51D-11 3.92D-11 5.54D-12 2.42D-12 1.07D-12 2.56D-12 1.45D-13 1.05D-12 3.92D-13 2.32D-14 6.01D-16
 1.99D-34 1.50D-33 1.56D-32 1.42D-30 2.08D-28 1.19D-25 1.33D-22 8.38D-19 3.24D-15 6.78D-10 6.14D-11 8.19D-11 1.41D-11 3.11D-12 4.05D-12 3.19D-12 5.15D-13 1.66D-12 1.17D-12 4.42D-14 1.58D-15
 2.46D-39 6.73D-39 1.76D-37 7.43D-36 1.62D-33 8.79D-31 1.22D-27 4.96D-24 7.89D-20 1.07D-15 6.31D-10 6.81D-11 2.78D-11 8.88D-12 4.52D-12 1.29D-11 6.00D-13 6.09D-12 1.72D-12 1.32D-13 2.71D-15
 5.94D-45 3.14D-44 3.26D-43 2.66D-41 4.21D-39 2.21D-36 4.27D-33 1.46D-29 2.08D-25 8.17D-21 3.90D-16 6.58D-10 2.81D-11 1.50D-11 1.41D-11 1.22D-11 2.43D-12 6.28D-12 6.30D-12 1.88D-13 8.48D-15
 2.07D-51 7.14D-51 1.42D-49 5.83D-48 1.22D-45 6.94D-43 9.16D-40 5.96D-36 5.54D-32 2.66D-27 2.99D-22 5.30D-17 1.55D-10 1.79D-11 2.10D-11 4.26D-11 2.19D-12 2.61D-11 6.13D-12 6.55D-13 1.07D-14
 3.13D-58 1.55D-57 1.96D-56 1.29D-54 1.87D-52 1.03D-49 2.04D-46 6.88D-43 1.50D-38 3.64D-34 5.95D-29 1.76D-23 1.11D-17 9.92D-11 2.84D-11 5.31D-11 7.86D-12 2.01D-11 2.56D-11 6.50D-13 4.00D-14
 4.89D-65 1.98D-64 3.86D-63 1.62D-61 3.24D-59 1.60D-56 2.36D-53 1.54D-49 1.37D-45 9.72D-41 6.22D-36 3.39D-30 2.68D-24 5.82D-18 1.37D-10 8.55D-11 9.42D-12 7.73D-11 1.83D-11 2.61D-12 3.47D-14
