		200	300	600	1000	1500	2000
35	32	9.25E-012	2.81E-011	4.52E-011	5.92E-011	6.99E-011	7.64E-011
35	31	6.37E-012	1.45E-011	2.38E-011	3.41E-011	4.38E-011	5.08E-011
35	30	4.04E-012	1.42E-011	2.56E-011	3.62E-011	4.47E-011	5.01E-011
35	29	1.69E-012	5.98E-012	1.08E-011	1.58E-011	2.10E-011	2.49E-011
35	28	1.19E-012	5.95E-012	1.22E-011	1.93E-011	2.55E-011	2.97E-011
35	27	6.05E-013	3.14E-012	6.82E-012	1.04E-011	1.37E-011	1.60E-011
35	26	3.22E-013	2.41E-012	6.01E-012	1.00E-011	1.40E-011	1.69E-011
35	25	1.68E-013	1.43E-012	4.08E-012	6.92E-012	9.38E-012	1.10E-011
35	24	8.52E-014	9.79E-013	3.09E-012	5.65E-012	8.19E-012	1.01E-011
35	23	4.25E-014	6.09E-013	2.33E-012	4.54E-012	6.55E-012	7.80E-012
35	22	1.98E-014	3.92E-013	1.62E-012	3.32E-012	4.98E-012	6.18E-012
35	21	7.83E-015	2.36E-013	1.19E-012	2.69E-012	4.17E-012	5.12E-012
35	20	0.00E+000	1.35E-013	7.55E-013	1.77E-012	2.83E-012	3.60E-012
35	19	0.00E+000	7.69E-014	5.41E-013	1.43E-012	2.45E-012	3.15E-012
35	18	0.00E+000	3.92E-014	3.28E-013	9.15E-013	1.59E-012	2.09E-012
35	17	0.00E+000	2.55E-014	2.51E-013	7.86E-013	1.47E-012	1.94E-012
35	16	0.00E+000	1.39E-014	1.44E-013	4.57E-013	8.39E-013	1.11E-012
35	15	0.00E+000	1.28E-014	1.19E-013	3.96E-013	7.62E-013	9.64E-013
34	33	1.93E-011	4.87E-011	7.08E-011	8.85E-011	1.03E-010	1.12E-010
34	32	2.69E-011	6.00E-011	9.07E-011	1.17E-010	1.39E-010	1.53E-010
34	31	9.61E-012	2.88E-011	4.58E-011	5.97E-011	7.03E-011	7.67E-011
34	30	6.61E-012	1.48E-011	2.41E-011	3.43E-011	4.40E-011	5.10E-011
34	29	4.19E-012	1.45E-011	2.59E-011	3.65E-011	4.49E-011	5.02E-011
34	28	1.75E-012	6.11E-012	1.10E-011	1.59E-011	2.11E-011	2.50E-011
34	27	1.23E-012	6.07E-012	1.23E-011	1.95E-011	2.56E-011	2.98E-011
34	26	6.27E-013	3.20E-012	6.90E-012	1.04E-011	1.37E-011	1.61E-011
34	25	3.33E-013	2.45E-012	6.07E-012	1.01E-011	1.40E-011	1.69E-011
34	24	1.74E-013	1.45E-012	4.12E-012	6.94E-012	9.39E-012	1.10E-011
34	23	8.80E-014	9.96E-013	3.11E-012	5.67E-012	8.19E-012	1.01E-011
34	22	4.39E-014	6.19E-013	2.34E-012	4.55E-012	6.54E-012	7.78E-012
34	21	2.05E-014	3.98E-013	1.63E-012	3.32E-012	4.98E-012	6.16E-012
34	20	8.07E-015	2.39E-013	1.20E-012	2.69E-012	4.16E-012	5.10E-012
34	19	0.00E+000	1.37E-013	7.58E-013	1.77E-012	2.82E-012	3.58E-012
34	18	0.00E+000	7.78E-014	5.43E-013	1.43E-012	2.43E-012	3.13E-012
34	17	0.00E+000	3.96E-014	3.28E-013	9.11E-013	1.58E-012	2.08E-012
34	16	0.00E+000	2.57E-014	2.51E-013	7.82E-013	1.45E-012	1.92E-012
34	15	0.00E+000	1.40E-014	1.43E-013	4.53E-013	8.29E-013	1.10E-012
34	14	0.00E+000	1.29E-014	1.19E-013	3.92E-013	7.52E-013	9.49E-013
33	32	2.01E-011	4.98E-011	7.18E-011	8.93E-011	1.03E-010	1.13E-010
33	31	2.79E-011	6.13E-011	9.19E-011	1.18E-010	1.39E-010	1.54E-010
33	30	9.99E-012	2.94E-011	4.64E-011	6.02E-011	7.07E-011	7.70E-011
33	29	6.87E-012	1.51E-011	2.44E-011	3.46E-011	4.42E-011	5.12E-011
33	28	4.35E-012	1.48E-011	2.62E-011	3.67E-011	4.51E-011	5.04E-011
33	27	1.81E-012	6.23E-012	1.11E-011	1.61E-011	2.12E-011	2.50E-011
33	26	1.28E-012	6.19E-012	1.24E-011	1.96E-011	2.57E-011	2.98E-011
33	25	6.49E-013	3.26E-012	6.97E-012	1.05E-011	1.37E-011	1.61E-011
33	24	3.45E-013	2.50E-012	6.13E-012	1.01E-011	1.40E-011	1.69E-011
33	23	1.80E-013	1.48E-012	4.15E-012	6.97E-012	9.40E-012	1.10E-011
33	22	9.09E-014	1.01E-012	3.14E-012	5.68E-012	8.19E-012	1.01E-011
33	21	4.53E-014	6.28E-013	2.36E-012	4.56E-012	6.54E-012	7.76E-012
33	20	2.11E-014	4.03E-013	1.63E-012	3.32E-012	4.96E-012	6.14E-012
33	19	8.30E-015	2.42E-013	1.21E-012	2.69E-012	4.15E-012	5.07E-012
33	18	0.00E+000	1.38E-013	7.60E-013	1.77E-012	2.80E-012	3.55E-012
33	17	0.00E+000	7.86E-014	5.43E-013	1.42E-012	2.42E-012	3.10E-012
33	16	0.00E+000	3.99E-014	3.28E-013	9.06E-013	1.57E-012	2.05E-012
33	15	0.00E+000	2.59E-014	2.51E-013	7.76E-013	1.44E-012	1.89E-012
33	14	0.00E+000	1.40E-014	1.43E-013	4.48E-013	8.18E-013	1.08E-012
33	13	0.00E+000	1.29E-014	1.18E-013	3.87E-013	7.40E-013	9.33E-013
32	31	2.09E-011	5.10E-011	7.28E-011	9.01E-011	1.04E-010	1.13E-010
32	30	2.90E-011	6.27E-011	9.32E-011	1.19E-010	1.40E-010	1.54E-010
32	29	1.04E-011	3.01E-011	4.70E-011	6.07E-011	7.10E-011	7.73E-011
32	28	7.14E-012	1.54E-011	2.47E-011	3.49E-011	4.44E-011	5.13E-011
32	27	4.52E-012	1.51E-011	2.65E-011	3.70E-011	4.52E-011	5.05E-011
32	26	1.88E-012	6.36E-012	1.12E-011	1.62E-011	2.12E-011	2.51E-011
32	25	1.33E-012	6.31E-012	1.26E-011	1.97E-011	2.58E-011	2.99E-011
32	24	6.73E-013	3.32E-012	7.03E-012	1.05E-011	1.38E-011	1.61E-011
32	23	3.57E-013	2.54E-012	6.18E-012	1.01E-011	1.40E-011	1.69E-011
32	22	1.86E-013	1.50E-012	4.18E-012	6.99E-012	9.41E-012	1.10E-011
32	21	9.39E-014	1.03E-012	3.16E-012	5.69E-012	8.18E-012	1.00E-011
32	20	4.67E-014	6.37E-013	2.37E-012	4.57E-012	6.53E-012	7.74E-012
32	19	2.17E-014	4.08E-013	1.64E-012	3.32E-012	4.95E-012	6.11E-012
32	18	8.54E-015	2.45E-013	1.21E-012	2.68E-012	4.13E-012	5.04E-012
32	17	0.00E+000	1.40E-013	7.61E-013	1.76E-012	2.78E-012	3.53E-012
32	16	0.00E+000	7.92E-014	5.43E-013	1.41E-012	2.40E-012	3.07E-012
32	15	0.00E+000	4.02E-014	3.27E-013	8.99E-013	1.55E-012	2.03E-012
32	14	0.00E+000	2.60E-014	2.49E-013	7.68E-013	1.42E-012	1.87E-012
32	13	0.00E+000	1.40E-014	1.42E-013	4.43E-013	8.05E-013	1.07E-012
32	12	0.00E+000	1.29E-014	1.16E-013	3.81E-013	7.26E-013	9.14E-013
31	30	2.18E-011	5.22E-011	7.38E-011	9.09E-011	1.04E-010	1.14E-010
31	29	3.02E-011	6.41E-011	9.44E-011	1.20E-010	1.41E-010	1.55E-010
31	28	1.08E-011	3.07E-011	4.76E-011	6.12E-011	7.14E-011	7.76E-011
31	27	7.41E-012	1.57E-011	2.50E-011	3.51E-011	4.46E-011	5.15E-011
31	26	4.69E-012	1.54E-011	2.68E-011	3.72E-011	4.54E-011	5.06E-011
31	25	1.95E-012	6.48E-012	1.13E-011	1.63E-011	2.13E-011	2.51E-011
31	24	1.38E-012	6.42E-012	1.27E-011	1.98E-011	2.58E-011	2.99E-011
31	23	6.97E-013	3.38E-012	7.10E-012	1.06E-011	1.38E-011	1.61E-011
31	22	3.69E-013	2.58E-012	6.23E-012	1.02E-011	1.40E-011	1.69E-011
31	21	1.92E-013	1.53E-012	4.21E-012	7.01E-012	9.40E-012	1.10E-011
31	20	9.69E-014	1.04E-012	3.18E-012	5.70E-012	8.17E-012	1.00E-011
31	19	4.82E-014	6.46E-013	2.38E-012	4.57E-012	6.51E-012	7.71E-012
31	18	2.24E-014	4.13E-013	1.65E-012	3.32E-012	4.93E-012	6.08E-012
31	17	8.78E-015	2.48E-013	1.21E-012	2.68E-012	4.10E-012	5.01E-012
31	16	0.00E+000	1.41E-013	7.61E-013	1.75E-012	2.76E-012	3.49E-012
31	15	0.00E+000	7.98E-014	5.42E-013	1.40E-012	2.38E-012	3.04E-012
31	14	0.00E+000	4.04E-014	3.25E-013	8.91E-013	1.53E-012	2.00E-012
31	13	0.00E+000	2.60E-014	2.48E-013	7.59E-013	1.40E-012	1.84E-012
31	12	0.00E+000	1.40E-014	1.40E-013	4.36E-013	7.91E-013	1.04E-012
31	11	0.00E+000	1.28E-014	1.15E-013	3.74E-013	7.11E-013	8.93E-013
30	29	2.27E-011	5.33E-011	7.47E-011	9.17E-011	1.05E-010	1.14E-010
30	28	3.14E-011	6.55E-011	9.56E-011	1.21E-010	1.42E-010	1.56E-010
30	27	1.12E-011	3.14E-011	4.82E-011	6.16E-011	7.17E-011	7.78E-011
30	26	7.71E-012	1.61E-011	2.53E-011	3.54E-011	4.48E-011	5.16E-011
30	25	4.87E-012	1.58E-011	2.71E-011	3.74E-011	4.56E-011	5.07E-011
30	24	2.03E-012	6.61E-012	1.14E-011	1.63E-011	2.14E-011	2.52E-011
30	23	1.43E-012	6.54E-012	1.28E-011	1.99E-011	2.59E-011	2.99E-011
30	22	7.22E-013	3.44E-012	7.15E-012	1.06E-011	1.38E-011	1.61E-011
30	21	3.82E-013	2.62E-012	6.28E-012	1.02E-011	1.40E-011	1.68E-011
30	20	1.99E-013	1.55E-012	4.24E-012	7.02E-012	9.40E-012	1.10E-011
30	19	1.00E-013	1.06E-012	3.19E-012	5.70E-012	8.15E-012	9.97E-012
30	18	4.96E-014	6.54E-013	2.39E-012	4.56E-012	6.49E-012	7.67E-012
30	17	2.30E-014	4.18E-013	1.65E-012	3.31E-012	4.90E-012	6.04E-012
30	16	9.02E-015	2.50E-013	1.21E-012	2.66E-012	4.08E-012	4.97E-012
30	15	0.00E+000	1.42E-013	7.59E-013	1.74E-012	2.74E-012	3.46E-012
30	14	0.00E+000	8.02E-014	5.40E-013	1.39E-012	2.35E-012	3.00E-012
30	13	0.00E+000	4.04E-014	3.23E-013	8.81E-013	1.51E-012	1.97E-012
30	12	0.00E+000	2.60E-014	2.45E-013	7.49E-013	1.38E-012	1.80E-012
30	11	0.00E+000	1.39E-014	1.38E-013	4.28E-013	7.74E-013	1.02E-012
30	10	0.00E+000	1.27E-014	1.13E-013	3.65E-013	6.92E-013	8.69E-013
29	28	2.36E-011	5.45E-011	7.57E-011	9.25E-011	1.06E-010	1.15E-010
29	27	3.27E-011	6.69E-011	9.67E-011	1.22E-010	1.42E-010	1.56E-010
29	26	1.17E-011	3.20E-011	4.87E-011	6.21E-011	7.21E-011	7.81E-011
29	25	8.01E-012	1.64E-011	2.56E-011	3.56E-011	4.50E-011	5.17E-011
29	24	5.06E-012	1.61E-011	2.74E-011	3.76E-011	4.57E-011	5.08E-011
29	23	2.10E-012	6.73E-012	1.15E-011	1.64E-011	2.14E-011	2.52E-011
29	22	1.48E-012	6.66E-012	1.29E-011	1.99E-011	2.59E-011	2.99E-011
29	21	7.47E-013	3.50E-012	7.21E-012	1.06E-011	1.38E-011	1.61E-011
29	20	3.95E-013	2.66E-012	6.32E-012	1.02E-011	1.40E-011	1.68E-011
29	19	2.05E-013	1.57E-012	4.26E-012	7.03E-012	9.38E-012	1.09E-011
29	18	1.03E-013	1.07E-012	3.20E-012	5.70E-012	8.12E-012	9.93E-012
29	17	5.11E-014	6.61E-013	2.40E-012	4.55E-012	6.46E-012	7.62E-012
29	16	2.37E-014	4.22E-013	1.65E-012	3.29E-012	4.87E-012	5.99E-012
29	15	9.25E-015	2.52E-013	1.21E-012	2.65E-012	4.04E-012	4.92E-012
29	14	0.00E+000	1.43E-013	7.57E-013	1.73E-012	2.71E-012	3.42E-012
29	13	0.00E+000	8.04E-014	5.37E-013	1.38E-012	2.32E-012	2.96E-012
29	12	0.00E+000	4.04E-014	3.20E-013	8.68E-013	1.49E-012	1.94E-012
29	11	0.00E+000	2.59E-014	2.42E-013	7.36E-013	1.35E-012	1.77E-012
29	10	0.00E+000	1.38E-014	1.36E-013	4.18E-013	7.54E-013	9.93E-013
29	9	0.00E+000	1.25E-014	1.10E-013	3.55E-013	6.71E-013	8.41E-013
28	27	2.46E-011	5.57E-011	7.67E-011	9.32E-011	1.06E-010	1.15E-010
28	26	3.41E-011	6.84E-011	9.79E-011	1.23E-010	1.43E-010	1.57E-010
28	25	1.21E-011	3.27E-011	4.93E-011	6.25E-011	7.24E-011	7.83E-011
28	24	8.32E-012	1.67E-011	2.59E-011	3.58E-011	4.51E-011	5.19E-011
28	23	5.25E-012	1.64E-011	2.76E-011	3.78E-011	4.58E-011	5.09E-011
28	22	2.18E-012	6.85E-012	1.17E-011	1.65E-011	2.15E-011	2.52E-011
28	21	1.53E-012	6.77E-012	1.30E-011	2.00E-011	2.59E-011	2.99E-011
28	20	7.74E-013	3.55E-012	7.26E-012	1.07E-011	1.38E-011	1.61E-011
28	19	4.09E-013	2.70E-012	6.35E-012	1.02E-011	1.40E-011	1.68E-011
28	18	2.12E-013	1.59E-012	4.28E-012	7.03E-012	9.36E-012	1.09E-011
28	17	1.06E-013	1.08E-012	3.21E-012	5.69E-012	8.09E-012	9.87E-012
28	16	5.26E-014	6.68E-013	2.40E-012	4.54E-012	6.42E-012	7.57E-012
28	15	2.43E-014	4.25E-013	1.65E-012	3.28E-012	4.83E-012	5.93E-012
28	14	9.48E-015	2.53E-013	1.21E-012	2.63E-012	4.00E-012	4.87E-012
28	13	0.00E+000	1.43E-013	7.52E-013	1.71E-012	2.68E-012	3.37E-012
28	12	0.00E+000	8.04E-014	5.32E-013	1.36E-012	2.29E-012	2.91E-012
28	11	0.00E+000	4.03E-014	3.16E-013	8.54E-013	1.46E-012	1.90E-012
28	10	0.00E+000	2.57E-014	2.38E-013	7.20E-013	1.32E-012	1.72E-012
28	9	0.00E+000	1.36E-014	1.32E-013	4.06E-013	7.32E-013	9.62E-013
28	8	0.00E+000	1.22E-014	1.07E-013	3.43E-013	6.47E-013	8.09E-013
27	26	2.56E-011	5.69E-011	7.76E-011	9.40E-011	1.07E-010	1.16E-010
27	25	3.55E-011	6.98E-011	9.90E-011	1.24E-010	1.44E-010	1.57E-010
27	24	1.26E-011	3.34E-011	4.98E-011	6.29E-011	7.26E-011	7.85E-011
27	23	8.65E-012	1.70E-011	2.61E-011	3.60E-011	4.53E-011	5.19E-011
27	22	5.45E-012	1.67E-011	2.79E-011	3.80E-011	4.59E-011	5.09E-011
27	21	2.26E-012	6.97E-012	1.17E-011	1.66E-011	2.15E-011	2.52E-011
27	20	1.59E-012	6.88E-012	1.31E-011	2.01E-011	2.59E-011	2.98E-011
27	19	8.00E-013	3.60E-012	7.30E-012	1.07E-011	1.38E-011	1.60E-011
27	18	4.22E-013	2.74E-012	6.38E-012	1.02E-011	1.40E-011	1.67E-011
27	17	2.19E-013	1.61E-012	4.29E-012	7.02E-012	9.33E-012	1.08E-011
27	16	1.10E-013	1.09E-012	3.22E-012	5.67E-012	8.05E-012	9.80E-012
27	15	5.41E-014	6.73E-013	2.40E-012	4.52E-012	6.38E-012	7.51E-012
27	14	2.49E-014	4.28E-013	1.64E-012	3.25E-012	4.79E-012	5.87E-012
27	13	9.69E-015	2.54E-013	1.20E-012	2.60E-012	3.96E-012	4.81E-012
27	12	0.00E+000	1.43E-013	7.46E-013	1.69E-012	2.64E-012	3.32E-012
27	11	0.00E+000	8.02E-014	5.26E-013	1.34E-012	2.25E-012	2.85E-012
27	10	0.00E+000	4.00E-014	3.11E-013	8.36E-013	1.42E-012	1.85E-012
27	9	0.00E+000	2.54E-014	2.33E-013	7.02E-013	1.28E-012	1.67E-012
27	8	0.00E+000	1.33E-014	1.29E-013	3.93E-013	7.05E-013	9.26E-013
27	7	0.00E+000	1.19E-014	1.03E-013	3.29E-013	6.18E-013	7.73E-013
26	25	2.67E-011	5.81E-011	7.86E-011	9.47E-011	1.07E-010	1.16E-010
26	24	3.69E-011	7.12E-011	1.00E-010	1.25E-010	1.44E-010	1.58E-010
26	23	1.31E-011	3.40E-011	5.04E-011	6.33E-011	7.29E-011	7.86E-011
26	22	8.99E-012	1.74E-011	2.64E-011	3.62E-011	4.54E-011	5.20E-011
26	21	5.66E-012	1.69E-011	2.81E-011	3.82E-011	4.60E-011	5.09E-011
26	20	2.35E-012	7.08E-012	1.18E-011	1.66E-011	2.15E-011	2.52E-011
26	19	1.64E-012	6.98E-012	1.32E-011	2.01E-011	2.59E-011	2.98E-011
26	18	8.28E-013	3.65E-012	7.34E-012	1.07E-011	1.38E-011	1.60E-011
26	17	4.36E-013	2.77E-012	6.40E-012	1.02E-011	1.39E-011	1.66E-011
26	16	2.25E-013	1.63E-012	4.30E-012	7.00E-012	9.29E-012	1.08E-011
26	15	1.13E-013	1.10E-012	3.22E-012	5.65E-012	7.99E-012	9.73E-012
26	14	5.55E-014	6.78E-013	2.39E-012	4.49E-012	6.32E-012	7.44E-012
26	13	2.55E-014	4.29E-013	1.64E-012	3.22E-012	4.73E-012	5.80E-012
26	12	9.89E-015	2.54E-013	1.19E-012	2.57E-012	3.90E-012	4.73E-012
26	11	0.00E+000	1.43E-013	7.37E-013	1.66E-012	2.59E-012	3.25E-012
26	10	0.00E+000	7.97E-014	5.18E-013	1.31E-012	2.20E-012	2.79E-012
26	9	0.00E+000	3.95E-014	3.05E-013	8.16E-013	1.39E-012	1.80E-012
26	8	0.00E+000	2.50E-014	2.27E-013	6.81E-013	1.24E-012	1.61E-012
26	7	0.00E+000	1.30E-014	1.24E-013	3.77E-013	6.75E-013	8.85E-013
26	6	0.00E+000	1.14E-014	9.79E-014	3.12E-013	5.85E-013	7.30E-013
25	24	2.78E-011	5.93E-011	7.95E-011	9.54E-011	1.08E-010	1.16E-010
25	23	3.84E-011	7.26E-011	1.01E-010	1.25E-010	1.45E-010	1.58E-010
25	22	1.37E-011	3.46E-011	5.08E-011	6.36E-011	7.31E-011	7.88E-011
25	21	9.34E-012	1.77E-011	2.66E-011	3.63E-011	4.55E-011	5.21E-011
25	20	5.88E-012	1.72E-011	2.83E-011	3.83E-011	4.60E-011	5.09E-011
25	19	2.43E-012	7.19E-012	1.19E-011	1.67E-011	2.15E-011	2.52E-011
25	18	1.70E-012	7.08E-012	1.33E-011	2.01E-011	2.59E-011	2.97E-011
25	17	8.55E-013	3.70E-012	7.37E-012	1.07E-011	1.38E-011	1.59E-011
25	16	4.50E-013	2.80E-012	6.42E-012	1.02E-011	1.39E-011	1.65E-011
25	15	2.32E-013	1.64E-012	4.30E-012	6.98E-012	9.23E-012	1.07E-011
25	14	1.16E-013	1.11E-012	3.21E-012	5.61E-012	7.93E-012	9.64E-012
25	13	5.68E-014	6.80E-013	2.38E-012	4.45E-012	6.26E-012	7.36E-012
25	12	2.60E-014	4.30E-013	1.62E-012	3.19E-012	4.67E-012	5.71E-012
25	11	1.01E-014	2.54E-013	1.18E-012	2.54E-012	3.84E-012	4.65E-012
25	10	0.00E+000	1.42E-013	7.27E-013	1.63E-012	2.54E-012	3.18E-012
25	9	0.00E+000	7.88E-014	5.08E-013	1.28E-012	2.14E-012	2.72E-012
25	8	0.00E+000	3.88E-014	2.97E-013	7.91E-013	1.34E-012	1.74E-012
25	7	0.00E+000	2.44E-014	2.19E-013	6.55E-013	1.19E-012	1.55E-012
25	6	0.00E+000	1.25E-014	1.18E-013	3.57E-013	6.39E-013	8.37E-013
25	5	0.00E+000	1.08E-014	9.18E-014	2.91E-013	5.45E-013	6.80E-013
24	23	2.90E-011	6.05E-011	8.04E-011	9.60E-011	1.08E-010	1.17E-010
24	22	4.00E-011	7.40E-011	1.02E-010	1.26E-010	1.45E-010	1.58E-010
24	21	1.42E-011	3.53E-011	5.13E-011	6.39E-011	7.33E-011	7.89E-011
24	20	9.70E-012	1.80E-011	2.68E-011	3.65E-011	4.56E-011	5.21E-011
24	19	6.09E-012	1.75E-011	2.85E-011	3.84E-011	4.61E-011	5.09E-011
24	18	2.52E-012	7.30E-012	1.20E-011	1.67E-011	2.15E-011	2.51E-011
24	17	1.76E-012	7.17E-012	1.33E-011	2.01E-011	2.58E-011	2.96E-011
24	16	8.83E-013	3.74E-012	7.39E-012	1.07E-011	1.37E-011	1.59E-011
24	15	4.63E-013	2.83E-012	6.42E-012	1.02E-011	1.38E-011	1.64E-011
24	14	2.39E-013	1.65E-012	4.30E-012	6.95E-012	9.17E-012	1.06E-011
24	13	1.19E-013	1.12E-012	3.20E-012	5.57E-012	7.85E-012	9.53E-012
24	12	5.81E-014	6.82E-013	2.37E-012	4.41E-012	6.19E-012	7.26E-012
24	11	2.65E-014	4.29E-013	1.61E-012	3.14E-012	4.60E-012	5.62E-012
24	10	1.02E-014	2.52E-013	1.16E-012	2.50E-012	3.77E-012	4.56E-012
24	9	0.00E+000	1.40E-013	7.13E-013	1.59E-012	2.47E-012	3.10E-012
24	8	0.00E+000	7.75E-014	4.96E-013	1.25E-012	2.08E-012	2.64E-012
24	7	0.00E+000	3.78E-014	2.87E-013	7.62E-013	1.29E-012	1.67E-012
24	6	0.00E+000	2.36E-014	2.10E-013	6.25E-013	1.13E-012	1.47E-012
24	5	0.00E+000	1.18E-014	1.11E-013	3.34E-013	5.96E-013	7.79E-013
24	4	0.00E+000	1.00E-014	8.43E-014	2.66E-013	4.97E-013	6.19E-013
23	22	3.02E-011	6.17E-011	8.13E-011	9.67E-011	1.09E-010	1.17E-010
23	21	4.16E-011	7.54E-011	1.03E-010	1.27E-010	1.46E-010	1.59E-010
23	20	1.48E-011	3.59E-011	5.18E-011	6.42E-011	7.35E-011	7.90E-011
23	19	1.01E-011	1.83E-011	2.70E-011	3.66E-011	4.56E-011	5.21E-011
23	18	6.32E-012	1.78E-011	2.87E-011	3.85E-011	4.61E-011	5.08E-011
23	17	2.61E-012	7.40E-012	1.21E-011	1.67E-011	2.15E-011	2.51E-011
23	16	1.82E-012	7.25E-012	1.34E-011	2.01E-011	2.57E-011	2.95E-011
23	15	9.11E-013	3.78E-012	7.40E-012	1.07E-011	1.37E-011	1.58E-011
23	14	4.77E-013	2.85E-012	6.42E-012	1.01E-011	1.37E-011	1.63E-011
23	13	2.45E-013	1.66E-012	4.29E-012	6.90E-012	9.10E-012	1.05E-011
23	12	1.21E-013	1.12E-012	3.18E-012	5.52E-012	7.76E-012	9.42E-012
23	11	5.92E-014	6.81E-013	2.35E-012	4.35E-012	6.10E-012	7.15E-012
23	10	2.69E-014	4.26E-013	1.59E-012	3.09E-012	4.51E-012	5.51E-012
23	9	1.03E-014	2.50E-013	1.14E-012	2.44E-012	3.69E-012	4.46E-012
23	8	0.00E+000	1.38E-013	6.96E-013	1.55E-012	2.40E-012	3.01E-012
23	7	0.00E+000	7.57E-014	4.81E-013	1.21E-012	2.01E-012	2.54E-012
23	6	0.00E+000	3.65E-014	2.75E-013	7.27E-013	1.23E-012	1.59E-012
23	5	0.00E+000	2.25E-014	1.99E-013	5.90E-013	1.07E-012	1.38E-012
23	4	0.00E+000	1.10E-014	1.02E-013	3.06E-013	5.44E-013	7.11E-013
23	3	0.00E+000	8.96E-015	7.47E-014	2.35E-013	4.38E-013	5.44E-013
22	21	3.14E-011	6.29E-011	8.21E-011	9.73E-011	1.09E-010	1.18E-010
22	20	4.33E-011	7.67E-011	1.04E-010	1.27E-010	1.46E-010	1.59E-010
22	19	1.54E-011	3.65E-011	5.22E-011	6.45E-011	7.37E-011	7.91E-011
22	18	1.04E-011	1.85E-011	2.72E-011	3.67E-011	4.57E-011	5.21E-011
22	17	6.55E-012	1.80E-011	2.88E-011	3.85E-011	4.60E-011	5.07E-011
22	16	2.70E-012	7.49E-012	1.21E-011	1.67E-011	2.15E-011	2.50E-011
22	15	1.88E-012	7.33E-012	1.34E-011	2.01E-011	2.56E-011	2.93E-011
22	14	9.38E-013	3.81E-012	7.40E-012	1.06E-011	1.36E-011	1.57E-011
22	13	4.90E-013	2.87E-012	6.40E-012	1.01E-011	1.36E-011	1.62E-011
22	12	2.51E-013	1.67E-012	4.27E-012	6.85E-012	9.02E-012	1.04E-011
22	11	1.24E-013	1.12E-012	3.15E-012	5.45E-012	7.66E-012	9.28E-012
22	10	6.02E-014	6.78E-013	2.32E-012	4.29E-012	6.00E-012	7.03E-012
22	9	2.71E-014	4.22E-013	1.56E-012	3.03E-012	4.41E-012	5.39E-012
22	8	1.03E-014	2.46E-013	1.12E-012	2.38E-012	3.59E-012	4.34E-012
22	7	0.00E+000	1.35E-013	6.75E-013	1.50E-012	2.32E-012	2.90E-012
22	6	0.00E+000	7.34E-014	4.63E-013	1.16E-012	1.93E-012	2.44E-012
22	5	0.00E+000	3.48E-014	2.60E-013	6.87E-013	1.16E-012	1.49E-012
22	4	0.00E+000	2.12E-014	1.86E-013	5.48E-013	9.89E-013	1.28E-012
22	3	0.00E+000	9.80E-015	9.03E-014	2.70E-013	4.79E-013	6.25E-013
22	2	0.00E+000	7.48E-015	6.18E-014	1.94E-013	3.60E-013	4.47E-013
21	20	3.27E-011	6.41E-011	8.29E-011	9.79E-011	1.10E-010	1.18E-010
21	19	4.50E-011	7.80E-011	1.05E-010	1.28E-010	1.47E-010	1.59E-010
21	18	1.59E-011	3.71E-011	5.26E-011	6.47E-011	7.38E-011	7.92E-011
21	17	1.08E-011	1.88E-011	2.74E-011	3.68E-011	4.57E-011	5.21E-011
21	16	6.77E-012	1.82E-011	2.90E-011	3.85E-011	4.60E-011	5.06E-011
21	15	2.79E-012	7.57E-012	1.21E-011	1.67E-011	2.14E-011	2.50E-011
21	14	1.93E-012	7.39E-012	1.34E-011	2.00E-011	2.55E-011	2.92E-011
21	13	9.64E-013	3.83E-012	7.40E-012	1.06E-011	1.35E-011	1.56E-011
21	12	5.02E-013	2.88E-012	6.37E-012	9.99E-012	1.35E-011	1.60E-011
21	11	2.56E-013	1.67E-012	4.24E-012	6.78E-012	8.92E-012	1.03E-011
21	10	1.26E-013	1.11E-012	3.12E-012	5.38E-012	7.54E-012	9.12E-012
21	9	6.08E-014	6.72E-013	2.28E-012	4.21E-012	5.89E-012	6.90E-012
21	8	2.73E-014	4.16E-013	1.53E-012	2.96E-012	4.30E-012	5.25E-012
21	7	1.03E-014	2.41E-013	1.09E-012	2.32E-012	3.49E-012	4.21E-012
21	6	0.00E+000	1.30E-013	6.50E-013	1.44E-012	2.23E-012	2.78E-012
21	5	0.00E+000	7.04E-014	4.42E-013	1.11E-012	1.84E-012	2.32E-012
21	4	0.00E+000	3.27E-014	2.42E-013	6.38E-013	1.07E-012	1.39E-012
21	3	0.00E+000	1.96E-014	1.70E-013	5.01E-013	9.03E-013	1.17E-012
21	2	0.00E+000	8.18E-015	7.47E-014	2.23E-013	3.94E-013	5.14E-013
21	1	0.00E+000	5.20E-015	4.26E-014	1.33E-013	2.47E-013	3.06E-013
20	19	3.41E-011	6.52E-011	8.37E-011	9.85E-011	1.10E-010	1.18E-010
20	18	4.68E-011	7.93E-011	1.06E-010	1.29E-010	1.47E-010	1.60E-010
20	17	1.65E-011	3.76E-011	5.29E-011	6.49E-011	7.39E-011	7.92E-011
20	16	1.12E-011	1.91E-011	2.75E-011	3.69E-011	4.57E-011	5.20E-011
20	15	7.00E-012	1.84E-011	2.91E-011	3.85E-011	4.59E-011	5.05E-011
20	14	2.87E-012	7.64E-012	1.22E-011	1.67E-011	2.14E-011	2.49E-011
